,Name,Category,Body,Compound,Positive,Negative,Neutral
700,Disney,Equipment,Doesn't say 'Happy Birthday' ,-0.4585,0.0,0.5,0.5
701,Hasbro,Equipment,banner ,0.0,0.0,1.0,0.0
702,Every-occasion-party-supplies,Equipment,Five Stars ,0.0,0.0,1.0,0.0
703,Disney,Equipment,great item ,0.6249,0.804,0.196,0.0
704,Every-occasion-party-supplies,Equipment,Nice banner ,0.4215,0.737,0.263,0.0
705,Every-occasion-party-supplies,Equipment,Five Stars ,0.0,0.0,1.0,0.0
706,Every-occasion-party-supplies,Equipment,Good quality but take down carefully as the foil can ... ,0.4019,0.291,0.709,0.0
707,Amscan,Equipment,well made and reusable ,0.2732,0.412,0.588,0.0
708,Every-occasion-party-supplies,Equipment,Five Stars ,0.0,0.0,1.0,0.0
709,Every-occasion-party-supplies,Equipment,Five Stars ,0.0,0.0,1.0,0.0
710,Every-occasion-party-supplies,Equipment,Five Stars ,0.0,0.0,1.0,0.0
711,Every-occasion-party-supplies,Equipment,Five Stars ,0.0,0.0,1.0,0.0
712,Every-occasion-party-supplies,Equipment,Five Stars ,0.0,0.0,1.0,0.0
713,Every-occasion-party-supplies,Equipment,There aren't ten of these! ,0.0,0.0,1.0,0.0
714,Every-occasion-party-supplies,Equipment,Good Birthday Banner ,0.4404,0.592,0.408,0.0
715,Amscan,Equipment,1st birthday banner ,0.0,0.0,1.0,0.0
716,Amscan,Equipment,Great for a monster high fan's birthday ,0.6249,0.451,0.549,0.0
717,Every-occasion-party-supplies,Equipment,Matched other items well ,0.2732,0.412,0.588,0.0
718,Every-occasion-party-supplies,Equipment,Four Stars ,0.0,0.0,1.0,0.0
719,Every-occasion-party-supplies,Equipment,fab ,0.4588,1.0,0.0,0.0
720,Every-occasion-party-supplies,Equipment,Perfect ,0.5719,1.0,0.0,0.0
721,Amscan,Equipment,Really good for my valentines display at my cousins shop Carla ... ,0.4927,0.225,0.775,0.0
722,Amscan,Equipment,Excellent decorations ,0.5719,0.787,0.213,0.0
723,Amscan,Equipment,Five Stars ,0.0,0.0,1.0,0.0
724,Amscan,Equipment,Really pretty when hung in the trees.. ,0.5413,0.368,0.632,0.0
725,Amscan,Equipment,Great effect for a spiderman themed party the kids loved ... ,0.8934,0.605,0.395,0.0
726,Disney,Equipment,"Great for a party, but mine only had 3 badges for 6 swirls! ",0.5707,0.37,0.63,0.0
727,Amscan,Equipment,Glad I bought them. ,0.4588,0.6,0.4,0.0
728,Amscan,Equipment,Pretty and good for a single use indoors! ,0.75,0.561,0.439,0.0
729,Amscan,Equipment,Great ,0.6249,1.0,0.0,0.0
730,Every-occasion-party-supplies,Equipment,5 star ,0.0,0.0,1.0,0.0
731,Amscan,Equipment,Perfect did the job ,0.5719,0.552,0.448,0.0
732,Every-occasion-party-supplies,Equipment,Recommend buying 2 ,0.3612,0.714,0.286,0.0
733,Amscan,Equipment,Very good quality product ,0.4927,0.516,0.484,0.0
734,Amscan,Equipment,Five Stars ,0.0,0.0,1.0,0.0
735,Amscan,Equipment,nice ,0.4215,1.0,0.0,0.0
736,Mattel,Toy,Debating Society For Juniors ,0.0,0.0,1.0,0.0
737,PokÃƒÂ©mon,Toy,My 9 year old very happy ,0.6115,0.5,0.5,0.0
738,Hasbro,Equipment,Great toy ,0.6249,0.804,0.196,0.0
739,Mattel,Toy,Good fun: ') especially for someone who ,0.7351,0.554,0.446,0.0
740,PokÃƒÂ©mon,Toy,Just what it says on the box! ,0.0,0.0,1.0,0.0
741,Hasbro,Equipment,Good quality cards and a really great game! ,0.8217,0.603,0.397,0.0
742,Mattel,Toy,Fantastic fun and will last forever! ,0.8016,0.643,0.357,0.0
743,Hasbro,Equipment,"Monopoly is a great game, but this set is not what I expect ",0.3716,0.203,0.797,0.0
744,Hasbro,Equipment,Much more fun than the board game ,0.5563,0.375,0.625,0.0
745,Disney,Equipment,A game that can grow with your child ,0.0,0.0,1.0,0.0
746,PokÃƒÂ©mon,Toy,Does What It Says On The Tin - Literally! ,0.0,0.0,1.0,0.0
747,Mattel,Equipment,Family Fun ,0.5106,0.767,0.233,0.0
748,Disney,Equipment,You spin me right round baby! ,0.0,0.0,1.0,0.0
749,Hasbro,Equipment,"Many laughs, quick game ",0.4939,0.516,0.484,0.0
750,PokÃƒÂ©mon,Toy,Good but not what it says ,0.2382,0.281,0.719,0.0
751,Disney,Equipment,A classic game with a Disney twist ,0.0,0.0,1.0,0.0
752,Disney,Equipment,Perfect card for age 5 girl ,0.5719,0.481,0.519,0.0
753,Disney,Equipment,Five Stars ,0.0,0.0,1.0,0.0
754,Amscan,Toy,Five Stars ,0.0,0.0,1.0,0.0
755,PokÃƒÂ©mon,Toy,Great little set ,0.6249,0.672,0.328,0.0
756,PokÃƒÂ©mon,Toy,Great present for Niece ,0.6249,0.577,0.423,0.0
757,PokÃƒÂ©mon,Toy,Five Stars ,0.0,0.0,1.0,0.0
758,PokÃƒÂ©mon,Toy,Five Stars ,0.0,0.0,1.0,0.0
759,Disney,Equipment,Comes with cards too! ,0.0,0.0,1.0,0.0
760,PokÃƒÂ©mon,Toy,100% Recommend!!! ,0.5229,0.771,0.229,0.0
761,PokÃƒÂ©mon,Toy,Great! ,0.6588,1.0,0.0,0.0
762,PokÃƒÂ©mon,Toy,Five Stars ,0.0,0.0,1.0,0.0
763,PokÃƒÂ©mon,Toy,Good condition cards ,0.4404,0.592,0.408,0.0
764,PokÃƒÂ©mon,Toy,good quality and prompt delivery ,0.4404,0.42,0.58,0.0
765,PokÃƒÂ©mon,Toy,More Pokemon ,0.0,0.0,1.0,0.0
766,PokÃƒÂ©mon,Toy,Five Stars ,0.0,0.0,1.0,0.0
767,PokÃƒÂ©mon,Toy,Ace ,0.0,0.0,1.0,0.0
768,PokÃƒÂ©mon,Toy,Prompt service ,0.0,0.0,1.0,0.0
769,Star Wars,Equipment,Ahsoka's ok. ,0.296,0.688,0.312,0.0
770,PokÃƒÂ©mon,Toy,Great deal ,0.6249,0.804,0.196,0.0
771,PokÃƒÂ©mon,Toy,Five Stars ,0.0,0.0,1.0,0.0
772,PokÃƒÂ©mon,Toy,Five Stars ,0.0,0.0,1.0,0.0
773,PokÃƒÂ©mon,Toy,Growing collection ,0.1779,0.63,0.37,0.0
774,PokÃƒÂ©mon,Toy,Pokemon cards ,0.0,0.0,1.0,0.0
775,PokÃƒÂ©mon,Toy,"Pricey but brilliant, more for collectors than kids ",0.7351,0.426,0.574,0.0
776,Hornby,Toy,Great quality and good business ,0.7906,0.7,0.3,0.0
777,Hornby,Toy,Good service! ,0.4926,0.761,0.239,0.0
778,Hornby,Toy,Five Stars ,0.0,0.0,1.0,0.0
779,Hornby,Toy,Rubb...ish ,0.0,0.0,1.0,0.0
780,Hornby,Toy,Vital Piece of track ,0.296,0.423,0.577,0.0
781,Hornby,Toy,"The item was as I expected, but I was impressed with the speed of delivery ",0.631,0.257,0.743,0.0
782,Hornby,Toy,Hornby Railroad Flying Scotsman ,0.0,0.0,1.0,0.0
783,Hornby,Toy,Really Usefull Engine ,0.0,0.0,1.0,0.0
784,Corgi,Toy,NOT A TOY !!!!! ,0.0,0.0,1.0,0.0
785,Hornby,Toy,A nice machine from Hornby ,0.4215,0.483,0.517,0.0
786,Corgi,Toy,up my street ,0.0,0.0,1.0,0.0
787,Hornby,Toy,Five Stars ,0.0,0.0,1.0,0.0
788,Corgi,Toy,1:120 scale 4-6-2 Loco. Robin Hood ,0.0,0.0,1.0,0.0
789,Hornby,Toy,Excellent running engine just had it chipped to DCC and ... ,0.5719,0.27,0.73,0.0
790,Hornby,Toy,Great value extension ,0.7579,0.867,0.133,0.0
791,Hornby,Toy,Another great model from Hornby! ,0.6588,0.523,0.477,0.0
792,Hornby,Toy,Excellent product ,0.5719,0.787,0.213,0.0
793,Hornby,Toy,Just the ticket ,0.0,0.0,1.0,0.0
794,Hornby,Toy,Excellent all round ,0.5719,0.649,0.351,0.0
795,Hornby,Toy,1st class from Hornby ,0.0,0.0,1.0,0.0
796,Hornby,Toy,Canada Conversion ,0.0,0.0,1.0,0.0
797,Hornby,Toy,Really great ,0.659,0.815,0.185,0.0
798,Hornby,Toy,two shades of apple green ,0.0,0.0,1.0,0.0
799,Hornby,Toy,arrived in excellent wrapped condition ,0.5719,0.481,0.519,0.0
800,Hornby,Toy,he loved it! ,0.636,0.677,0.323,0.0
801,Hornby,Toy,Recommended addition to make up your 5-BEL Brighton Belle 5-car ... ,0.2023,0.153,0.847,0.0
802,Corgi,Toy,Good value ,0.6486,1.0,0.0,0.0
803,Corgi,Toy,Slended ,0.0,0.0,1.0,0.0
804,Oxford Diecast,Toy,Five Stars ,0.0,0.0,1.0,0.0
805,Corgi,Toy,You won't be disappointed! ,0.4303,0.487,0.513,0.0
806,Corgi,Toy,These are great ,0.6249,0.672,0.328,0.0
807,Corgi,Toy,Fab toy ,0.4588,0.75,0.25,0.0
808,Oxford Diecast,Toy,Perfect addition to the collection ,0.5719,0.481,0.519,0.0
809,Oxford Diecast,Toy,Fantastic lorry bought for my husband who collects them. ,0.5574,0.31,0.69,0.0
810,Corgi,Toy,Five Stars ,0.0,0.0,1.0,0.0
811,Scalextric,Toy,Great product. Safe ans Secure shipping ,0.8555,0.758,0.242,0.0
812,Corgi,Toy,james bond casino royale aston martin db5 and dbs set in film can ,0.0,0.0,1.0,0.0
813,Oxford Diecast,Toy,Five Stars ,0.0,0.0,1.0,0.0
814,Oxford Diecast,Toy,Five Stars ,0.0,0.0,1.0,0.0
815,Oxford Diecast,Toy,oo gauge bentley ,0.0,0.0,1.0,0.0
816,Mattel,Toy,My son goes crazy for his Disney Cars collection - but this ones mine ,-0.1779,0.0,0.876,0.124
817,Oxford Diecast,Toy,MGB POLICE. ,0.0,0.0,1.0,0.0
818,Hornby,Toy,Hornby Gresley Buffet car R4569.  Not the best in buffet car detail but very good nevertheless. ,0.4776,0.21,0.684,0.107
819,Oxford Diecast,Toy,Wartime farm ,0.0,0.0,1.0,0.0
820,Oxford Diecast,Toy,Five Stars ,0.0,0.0,1.0,0.0
821,Oxford Diecast,Toy,MODEL CAR ,0.0,0.0,1.0,0.0
822,Corgi,Toy,Good model with fair amount of detail ,0.6369,0.51,0.49,0.0
823,Oxford Diecast,Toy,Four Stars ,0.0,0.0,1.0,0.0
824,Corgi,Toy,Five Stars ,0.0,0.0,1.0,0.0
825,Mattel,Toy,Five Stars ,0.0,0.0,1.0,0.0
826,Oxford Diecast,Toy,fantastic ,0.5574,1.0,0.0,0.0
827,Oxford Diecast,Toy,Five Stars ,0.0,0.0,1.0,0.0
828,Oxford Diecast,Toy,This was a present ,0.0,0.0,1.0,0.0
829,Corgi,Toy,Great car - brings back a few memories ,0.6249,0.451,0.549,0.0
830,Oxford Diecast,Toy,Five Stars ,0.0,0.0,1.0,0.0
831,Oxford Diecast,Toy,Bofors ,0.0,0.0,1.0,0.0
832,Oxford Diecast,Toy,Five Stars ,0.0,0.0,1.0,0.0
833,Oxford Diecast,Toy,Classic Mini ,0.0,0.0,1.0,0.0
834,Oxford Diecast,Toy,Five Stars ,0.0,0.0,1.0,0.0
835,Oxford Diecast,Toy,Five Stars ,0.0,0.0,1.0,0.0
836,Corgi,Toy,A fine  model but no bells and whistles ,-0.34,0.152,0.543,0.304
837,Oxford Diecast,Toy,A BRILLIANT MODEL FROM OXFORD DIECAST. ,0.5859,0.487,0.513,0.0
838,Oxford Diecast,Toy,Those who think this a large model beware-- it is perfect in every detail but small ,0.3291,0.144,0.856,0.0
839,Oxford Diecast,Toy,Five Stars ,0.0,0.0,1.0,0.0
840,Oxford Diecast,Toy,Five Stars ,0.0,0.0,1.0,0.0
841,Corgi,Toy,excellent! ,0.6114,1.0,0.0,0.0
842,Oxford Diecast,Toy,Five Stars ,0.0,0.0,1.0,0.0
843,Oxford Diecast,Toy,Oxford diecast nightfire TX4 ,0.0,0.0,1.0,0.0
844,Corgi,Toy,Four Stars ,0.0,0.0,1.0,0.0
845,Corgi,Toy,SCAMMEL ONE OF THE BEST. ,0.6369,0.512,0.488,0.0
846,Oxford Diecast,Toy,THIS TRICYCLE VAN IS THE ONE FOR YOU..! ,0.0,0.0,1.0,0.0
847,Oxford Diecast,Toy,"car comes in case , ",0.0,0.0,1.0,0.0
848,Oxford Diecast,Toy,i like it. Good service from this company ,0.6597,0.519,0.481,0.0
849,Corgi,Toy,batmarine ,0.0,0.0,1.0,0.0
850,Oxford Diecast,Toy,Great model lorry. ,0.6249,0.672,0.328,0.0
851,Oxford Diecast,Toy,Awesome ,0.6249,1.0,0.0,0.0
852,Corgi,Toy,Another excellent model from CORGI ,0.5719,0.481,0.519,0.0
853,Oxford Diecast,Toy,Five Stars ,0.0,0.0,1.0,0.0
854,Oxford Diecast,Toy,jaguar ,0.0,0.0,1.0,0.0
855,Hornby,Toy,40 th Birthday party gift. ,0.6808,0.651,0.349,0.0
856,Oxford Diecast,Toy,Five Stars ,0.0,0.0,1.0,0.0
857,Hornby,Toy,Another nice one for the collection ,0.4215,0.359,0.641,0.0
858,Oxford Diecast,Toy,I've bought a set earlier ,0.0,0.0,1.0,0.0
859,Oxford Diecast,Toy,Oxford 1/76 Devon & Somerset F and R Man Pump Ladder ,0.0,0.0,1.0,0.0
860,Disney,Toy,Cars ,0.0,0.0,1.0,0.0
861,Mattel,Toy,Five Stars ,0.0,0.0,1.0,0.0
862,Oxford Diecast,Toy,... and she loves cows so thought this was a brilliant ,0.8176,0.484,0.516,0.0
863,Corgi,Toy,Five Stars ,0.0,0.0,1.0,0.0
864,Oxford Diecast,Toy,Spot on detail. ,0.0,0.0,1.0,0.0
865,Oxford Diecast,Toy,Well happy. ,0.7003,1.0,0.0,0.0
866,Oxford Diecast,Toy,It's certainly not a toy - but a great addition to Land Rover ephemera and model collections ,-0.5777,0.094,0.661,0.245
867,Star Wars,Equipment,"Brilliant figures, brilliant seller ",0.8225,0.792,0.208,0.0
868,Star Wars,Equipment,... he loves Star wars and this is apparently his favorite character. The figure is lovely and well made ... ,0.8402,0.404,0.481,0.115
869,Playmobil,Toy,Great bath toy! ,0.6588,0.687,0.313,0.0
870,Disney,Equipment,Get this while you can ,0.0,0.0,1.0,0.0
871,Hasbro,Equipment,Five Stars ,0.0,0.0,1.0,0.0
872,LEGO,Toy,so was delighted with the Cragger's Fire Striker and built it with ... ,0.2911,0.211,0.648,0.141
873,PokÃƒÂ©mon,Equipment,Five Stars ,0.0,0.0,1.0,0.0
874,Schleich,Toy,Five Stars ,0.0,0.0,1.0,0.0
875,Playmobil,Toy,Good addition to the dinosaur collection ,0.4404,0.367,0.633,0.0
876,Schleich,Fashion,Expensive but beautifully detailed and robust ,0.8462,0.671,0.329,0.0
877,Playmobil,Toy,Awesome product! ,0.6588,0.815,0.185,0.0
878,Disney,Equipment,More then i expected ,0.0,0.0,1.0,0.0
879,Schleich,Toy,Good Dinosaur Model ,0.4404,0.592,0.408,0.0
880,Playmobil,Toy,Playmobil Indian camp ,0.0,0.0,1.0,0.0
881,Playmobil,Toy,A good playmobil set. ,0.4404,0.592,0.408,0.0
882,Disney,Equipment,Four Stars ,0.0,0.0,1.0,0.0
883,Playmobil,Toy,Deinonychus and Velociraptors ,0.0,0.0,1.0,0.0
884,Mattel,Toy,Happy little chap ,0.5719,0.649,0.351,0.0
885,Disney,Equipment,Five Stars ,0.0,0.0,1.0,0.0
886,Playmobil,Toy,"""The most best birthday present"" ",0.6697,0.529,0.471,0.0
887,Playmobil,Toy,Four Stars ,0.0,0.0,1.0,0.0
888,Schleich,Toy,"BIG, high quality dinosaur ",0.0,0.0,1.0,0.0
889,Schleich,Toy,EXCELLENT! ,0.6114,1.0,0.0,0.0
890,Playmobil,Toy,Dinosaur fun ,0.5106,0.767,0.233,0.0
891,Disney,Equipment,Pleased with this as grandson will love it ,0.7964,0.542,0.458,0.0
892,Disney,Equipment,Arlo Action Figure ,0.0,0.0,1.0,0.0
893,Playmobil,Toy,western set ,0.0,0.0,1.0,0.0
894,Schleich,Toy,Super Kentrosaurus ,0.5994,0.796,0.204,0.0
895,Playmobil,Toy,Great fun and quality ,0.8126,0.787,0.213,0.0
896,Disney,Equipment,Five Stars ,0.0,0.0,1.0,0.0
897,Playmobil,Toy,sound choice ,0.0,0.0,1.0,0.0
898,Star Wars,Equipment,However when I posted a picture of the resulting chocolate loveliness people said it looked like a dog poo ,0.3612,0.143,0.857,0.0
899,Disney,Equipment,Five Stars ,0.0,0.0,1.0,0.0
900,Schleich,Toy,Amazing Quality ,0.5859,0.792,0.208,0.0
901,Schleich,Toy,small but perfect ,0.7227,0.716,0.284,0.0
902,Schleich,Toy,but in saying that it was for my 3yr old son to add to his collection and he loved it so thats what matters ,0.7843,0.239,0.761,0.0
903,Every-occasion-party-supplies,Equipment,"Brilliant quality, and looks the part ",0.5859,0.432,0.568,0.0
904,Every-occasion-party-supplies,Equipment,Five Stars ,0.0,0.0,1.0,0.0
905,Star Wars,Equipment,Great for any Star Wars fan ,0.4215,0.492,0.231,0.277
906,Every-occasion-party-supplies,Equipment,brill price ,0.0,0.0,1.0,0.0
907,Amscan,Equipment,Three Stars ,0.0,0.0,1.0,0.0
908,Every-occasion-party-supplies,Equipment,Five Stars ,0.0,0.0,1.0,0.0
909,Disney,Equipment,Five Stars ,0.0,0.0,1.0,0.0
910,Every-occasion-party-supplies,Equipment,Five Stars ,0.0,0.0,1.0,0.0
911,Every-occasion-party-supplies,Equipment,Five Stars ,0.0,0.0,1.0,0.0
912,Disney,Equipment,Good value and arrived quickly ,0.6486,0.639,0.361,0.0
913,Every-occasion-party-supplies,Equipment,banners were great unfortunately I ordered 4 x 80 year celebration - ... ,0.4019,0.304,0.519,0.178
914,Every-occasion-party-supplies,Equipment,VERY GOOD ,0.4927,0.762,0.238,0.0
915,Every-occasion-party-supplies,Equipment,Banners ,0.0,0.0,1.0,0.0
916,Every-occasion-party-supplies,Equipment,Five Stars ,0.0,0.0,1.0,0.0
917,Amscan,Equipment,Five Stars ,0.0,0.0,1.0,0.0
918,Every-occasion-party-supplies,Equipment,Five Stars ,0.0,0.0,1.0,0.0
919,Every-occasion-party-supplies,Equipment,Excellent ,0.5719,1.0,0.0,0.0
920,Every-occasion-party-supplies,Equipment,Excellent value ,0.7269,1.0,0.0,0.0
921,Every-occasion-party-supplies,Equipment,Great ,0.6249,1.0,0.0,0.0
922,Every-occasion-party-supplies,Equipment,Five Stars ,0.0,0.0,1.0,0.0
923,Every-occasion-party-supplies,Equipment,Five Stars ,0.0,0.0,1.0,0.0
924,Every-occasion-party-supplies,Equipment,Great quality and good customer service ,0.7906,0.636,0.364,0.0
925,Every-occasion-party-supplies,Equipment,Five Stars ,0.0,0.0,1.0,0.0
926,Every-occasion-party-supplies,Equipment,lovely and bright ,0.7717,0.87,0.13,0.0
927,Every-occasion-party-supplies,Equipment,A mighty splendid and wondiferous banner. ,0.5859,0.487,0.513,0.0
928,Amscan,Equipment,Five Stars ,0.0,0.0,1.0,0.0
929,Disney,Equipment,Four Stars ,0.0,0.0,1.0,0.0
930,Every-occasion-party-supplies,Equipment,Banner ,0.0,0.0,1.0,0.0
931,Amscan,Equipment,Cheap ,0.0,0.0,1.0,0.0
932,Every-occasion-party-supplies,Equipment,Five Stars ,0.0,0.0,1.0,0.0
933,Every-occasion-party-supplies,Equipment,fit for purpose ,0.3612,0.556,0.444,0.0
934,Every-occasion-party-supplies,Equipment,Four Stars ,0.0,0.0,1.0,0.0
935,Every-occasion-party-supplies,Equipment,Four Stars ,0.0,0.0,1.0,0.0
936,Every-occasion-party-supplies,Equipment,Five Stars ,0.0,0.0,1.0,0.0
937,Star Wars,Equipment,Perfect ,0.5719,1.0,0.0,0.0
938,Hasbro,Equipment,"""I will find them quickly Master."" ",0.0,0.0,1.0,0.0
939,Star Wars,Equipment,Urgh ,0.0,0.0,1.0,0.0
940,Hasbro,Equipment,This is not  'Ironhide' ,0.0,0.0,1.0,0.0
941,Hasbro,Equipment,Love those Droids! ,0.6696,0.692,0.308,0.0
942,Playmobil,Toy,The set is well made and detail good. He has collected the other sets too now ,0.6124,0.263,0.737,0.0
943,Hasbro,Equipment,An excellent toy.. Lots of fun for little boys! ,0.807,0.51,0.49,0.0
944,Star Wars,Equipment,Five Stars ,0.0,0.0,1.0,0.0
945,Hasbro,Equipment,"Very cool, will buy a few more of these ",0.3804,0.27,0.73,0.0
946,Hasbro,Equipment,Very goods ,0.0,0.0,1.0,0.0
947,Hasbro,Equipment,Omega Supreme ,0.5574,0.783,0.217,0.0
948,Star Wars,Equipment,A favourite ,0.0,0.0,1.0,0.0
949,Hasbro,Equipment,It's Starscream! ,0.0,0.0,1.0,0.0
950,Hasbro,Equipment,Five Stars ,0.0,0.0,1.0,0.0
951,Hasbro,Equipment,Five Stars ,0.0,0.0,1.0,0.0
952,Star Wars,Equipment,Five Stars ,0.0,0.0,1.0,0.0
953,Star Wars,Equipment,Good buy for any star wars fan ,0.1531,0.406,0.312,0.281
954,Star Wars,Equipment,The Black Series: Anakin Skywalker ,0.0,0.0,1.0,0.0
955,Schleich,Toy,Five Stars ,0.0,0.0,1.0,0.0
956,Disney,Equipment,One happy child ,0.5719,0.649,0.351,0.0
957,Mattel,Toy,Five Stars ,0.0,0.0,1.0,0.0
958,Hasbro,Equipment,Exactly what we expected! ,0.0,0.0,1.0,0.0
959,Star Wars,Equipment,For all ages ,0.0,0.0,1.0,0.0
960,Hasbro,Equipment,"""Look sir! Droids."" ",0.0,0.0,1.0,0.0
961,Star Wars,Equipment,Five Stars ,0.0,0.0,1.0,0.0
962,Star Wars,Equipment,"""You said it Chewie!"" ",0.0,0.0,1.0,0.0
963,Star Wars,Equipment,Five Stars ,0.0,0.0,1.0,0.0
964,Star Wars,Equipment,So cute ,0.5095,0.767,0.233,0.0
965,Star Wars,Equipment,Great item! ,0.6588,0.815,0.185,0.0
966,LEGO,Toy,Awesomeness you MUST buy! ,0.0,0.0,1.0,0.0
967,Hasbro,Equipment,WOOOOTTIINNIII!!! ,0.0,0.0,1.0,0.0
968,Schleich,Toy,new knight great detail. ,0.6249,0.577,0.423,0.0
969,Star Wars,Equipment,Galactic Heroes ,0.5106,0.767,0.233,0.0
970,Schleich,Toy,Five Stars ,0.0,0.0,1.0,0.0
971,Star Wars,Equipment,some talk but its no good that you've no idea which ,-0.1901,0.221,0.458,0.321
972,Star Wars,Equipment,Five Stars ,0.0,0.0,1.0,0.0
973,Hasbro,Equipment,More Cantina aliens to prop up the bar! ,0.0,0.0,1.0,0.0
974,Star Wars,Equipment,love it ,0.6369,0.808,0.192,0.0
975,Star Wars,Equipment,"It seems to me that it's a good quality, paint is accurate ",0.4404,0.225,0.775,0.0
976,Star Wars,Equipment,Good for Clone Wars fan ,0.1531,0.481,0.185,0.333
977,Star Wars,Equipment,as one of his many Star Wars presents and he loved it. It was already assembled and was good ... ,0.4939,0.248,0.62,0.131
978,Star Wars,Equipment,My friend loved it when I got this for him as a ... ,0.7964,0.441,0.559,0.0
979,Star Wars,Equipment,Star Wars Chewbacca Bobblehead ,-0.5574,0.0,0.455,0.545
980,Schleich,Toy,Love this series ,0.6369,0.677,0.323,0.0
981,Hasbro,Equipment,Four Stars ,0.0,0.0,1.0,0.0
982,Schleich,Toy,Gemini Smurf Model ,0.0,0.0,1.0,0.0
983,Disney,Equipment,Five Stars ,0.0,0.0,1.0,0.0
984,Star Wars,Equipment,"""All Troopers attack!"" ",0.0,0.0,1.0,0.0
985,Star Wars,Equipment,great item even when not lighted ,0.6249,0.451,0.549,0.0
986,Hasbro,Equipment,Buyer Beware ,0.0,0.0,1.0,0.0
987,Schleich,Toy,Generated by recent film ,0.0,0.0,1.0,0.0
988,Disney,Equipment,Nice stickers and pictures to colour ,0.4215,0.359,0.641,0.0
989,Disney,Equipment,not worth the money ,-0.1695,0.0,0.643,0.357
990,Disney,Equipment,"Great, hours of fun. ",0.8126,0.787,0.213,0.0
991,Disney,Equipment,GREAT QUALITY PRODUCT ,0.6249,0.672,0.328,0.0
992,Disney,Equipment,Great pens! ,0.6588,0.815,0.185,0.0
993,Disney,Equipment,very pleased. ,0.4927,0.762,0.238,0.0
994,Disney,Equipment,Five Stars ,0.0,0.0,1.0,0.0
995,Disney,Equipment,Four Stars ,0.0,0.0,1.0,0.0
996,Disney,Equipment,Brilliant ,0.5859,1.0,0.0,0.0
997,Disney,Equipment,fantastic ,0.5574,1.0,0.0,0.0
998,Disney,Equipment,pleased with product just wish you hadnt stuck your returns ... ,0.7461,0.478,0.522,0.0
999,Disney,Equipment,Three Stars ,0.0,0.0,1.0,0.0
1000,Disney,Equipment,I bought two of these. The only reason ive ... ,0.0,0.0,1.0,0.0
1001,Disney,Equipment,Five Stars ,0.0,0.0,1.0,0.0
1002,Disney,Equipment,it is a Xmas present for my 7 years old nice so I don't know if she will love it ... ,0.7906,0.304,0.696,0.0
1003,LEGO,Toy,Lego! ,0.0,0.0,1.0,0.0
1004,Disney,Equipment,Brilliant ,0.5859,1.0,0.0,0.0
1005,Disney,Equipment,Perfect ,0.5719,1.0,0.0,0.0
1006,Disney,Equipment,Lovely little set ,0.5859,0.655,0.345,0.0
1007,Disney,Equipment,great ,0.6249,1.0,0.0,0.0
1008,Disney,Equipment,Good toy for young children ,0.4404,0.42,0.58,0.0
1009,Hasbro,Equipment,Fantastic ,0.5574,1.0,0.0,0.0
1010,Disney,Equipment,Her most favorite birthday present! ,0.5551,0.473,0.527,0.0
1011,Disney,Equipment,A great buy ,0.6249,0.804,0.196,0.0
1012,LEGO,Equipment,Happy Boy ,0.5719,0.787,0.213,0.0
1013,LEGO,Equipment,Better than expected ,0.4404,0.592,0.408,0.0
1014,LEGO,Equipment,Very GOOD minifigs..Amazing New Blasters! ,0.6391,0.513,0.487,0.0
1015,Disney,Equipment,Isla de la Muerta Lego set ,0.0,0.0,1.0,0.0
1016,Disney,Equipment,pirates ship ,0.0,0.0,1.0,0.0
1017,Disney,Equipment,joined the rest of the fleet ,0.0,0.0,1.0,0.0
1018,LEGO,Toy,Very well made ,0.3384,0.545,0.455,0.0
1019,LEGO,Equipment,Snape's Potions Class ,0.0,0.0,1.0,0.0
1020,LEGO,Equipment,Happy Purchase ,0.5719,0.787,0.213,0.0
1021,Star Wars,Equipment,"""Nute Gunray cannot be trusted."" ",0.0,0.0,1.0,0.0
1022,LEGO,Equipment,"Lego Han, I love you.....I know. ",0.6369,0.512,0.488,0.0
1023,LEGO,Toy,Fab Set!! ,0.555,0.782,0.218,0.0
1024,LEGO,Equipment,Detailed but overpriced ,0.0,0.0,1.0,0.0
1025,Playmobil,Toy,Great Toy ,0.6249,0.804,0.196,0.0
1026,LEGO,Equipment,Great for big star wars fan 3yrs olds that lose them easily ,0.3612,0.398,0.317,0.285
1027,LEGO,Equipment,This Product Has Been Retired ,0.0,0.0,1.0,0.0
1028,Mattel,Toy,Five Stars ,0.0,0.0,1.0,0.0
1029,Schleich,Toy,Five Stars ,0.0,0.0,1.0,0.0
1030,Hasbro,Equipment,Just what I was looking for ,0.0,0.0,1.0,0.0
1031,Star Wars,Equipment,Extra dice for Imperial Assault ,-0.5859,0.0,0.513,0.487
1032,Schleich,Toy,Gr8 ,0.5719,1.0,0.0,0.0
1033,Mattel,Toy,"Metallic version of modern Hal Jordan Green Lantern look, the standard figure with great paint application. ",0.6249,0.215,0.785,0.0
1034,Schleich,Toy,Five Stars ,0.0,0.0,1.0,0.0
1035,Star Wars,Equipment,"You may fire at will, commander - love it, fun for all the family ",0.7269,0.377,0.503,0.121
1036,Hasbro,Equipment,Five Stars ,0.0,0.0,1.0,0.0
1037,Star Wars,Equipment,Probably my favorite of these large Jakks Pacific-figures ,0.4588,0.3,0.7,0.0
1038,Hasbro,Equipment,Perfect! ,0.6114,1.0,0.0,0.0
